mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_min_child_samples,param_n_estimators,param_num_leaves,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
10.113128066062927,0.4976896047592163,0.429271936416626,0.15996980667114258,0.03,4,10,200,20,"{'learning_rate': 0.03, 'max_depth': 4, 'min_child_samples': 10, 'n_estimators': 200, 'num_leaves': 20}",-2.0679188122938776,-1.9619862151377223,-2.0149525137157998,0.052966298578077664,1
9.019000053405762,0.15484905242919922,0.3756526708602905,0.03451406955718994,0.03,4,20,200,20,"{'learning_rate': 0.03, 'max_depth': 4, 'min_child_samples': 20, 'n_estimators': 200, 'num_leaves': 20}",-2.0742083113547625,-1.9637965228185799,-2.0190024170866714,0.05520589426809131,2
10.662384271621704,0.2587885856628418,0.2694584131240845,0.026676297187805176,0.01,4,10,200,20,"{'learning_rate': 0.01, 'max_depth': 4, 'min_child_samples': 10, 'n_estimators': 200, 'num_leaves': 20}",-2.1377656573611836,-2.01849860763174,-2.078132132496462,0.05963352486472173,3
10.41178584098816,0.7842621803283691,0.3645310401916504,0.16134119033813477,0.01,4,20,200,20,"{'learning_rate': 0.01, 'max_depth': 4, 'min_child_samples': 20, 'n_estimators': 200, 'num_leaves': 20}",-2.146498424063008,-2.017803831211746,-2.0821511276373768,0.06434729642563108,4
